session_id,customer_id,session_duration_minutes,session_date
169,100031,6,2024-04-16
170,100031,14,2024-04-28
171,100031,4,2024-04-23
172,100032,4,2024-04-04
173,100032,13,2024-05-08
174,100032,6,2024-03-24
175,100032,2,2024-06-07
176,100032,38,2024-04-15
177,100032,16,2024-05-10
178,100032,3,2024-05-17
179,100032,1,2024-05-03
180,100032,3,2024-03-24
181,100032,13,2024-05-25
182,100032,23,2024-05-30
183,100033,23,2024-05-07
184,100033,2,2024-05-26
185,100033,8,2024-03-26
186,100033,3,2024-04-20
187,100033,17,2024-05-19
188,100033,28,2024-04-20
189,100034,9,2024-03-12
190,100034,2,2024-01-25
191,100035,15,2024-05-16
192,100035,1,2024-06-23
193,100035,12,2024-04-28
194,100035,4,2024-04-23
195,100035,14,2024-04-22
196,100035,17,2024-07-09
197,100035,23,2024-07-03
198,100035,50,2024-05-30
199,100035,7,2024-06-18
200,100035,13,2024-05-25
201,100036,5,2024-04-06
202,100036,6,2024-04-06
203,100036,9,2024-05-27
204,100036,14,2024-06-16
205,100036,17,2024-05-12
206,100036,16,2024-06-15
207,100037,26,2024-03-17
208,100037,2,2024-04-20
209,100037,18,2024-04-09
210,100037,16,2024-03-27
211,100037,4,2024-03-21
212,100037,15,2024-03-28
213,100037,9,2024-04-08
214,100037,4,2024-05-14
215,100038,4,2024-05-24
216,100038,2,2024-04-04
217,100038,20,2024-04-02
218,100038,5,2024-06-03
219,100038,47,2024-06-28
220,100038,66,2024-04-08
221,100038,2,2024-05-16
222,100039,23,2024-05-19
223,100039,4,2024-03-30
224,100039,16,2024-04-02
225,100039,2,2024-04-27
226,100039,2,2024-05-16
227,100039,27,2024-04-06
228,100039,39,2024-03-28
229,100039,11,2024-03-16
230,100040,3,2024-02-23
231,100040,14,2024-04-04
232,100040,8,2024-03-19
233,100040,51,2024-03-31
234,100040,14,2024-04-30
235,100040,1,2024-04-23
236,100040,2,2024-05-08
237,100040,52,2024-03-13
238,100040,14,2024-04-23
239,100040,1,2024-05-03
240,100041,4,2024-04-27
241,100041,5,2024-06-20
242,100041,9,2024-05-13
243,100041,5,2024-04-13
244,100041,21,2024-04-15
245,100042,6,2024-05-27
246,100042,26,2024-05-28
247,100042,60,2024-03-31
248,100042,1,2024-05-05
249,100042,6,2024-05-15
250,100042,16,2024-03-22
251,100042,22,2024-05-26
252,100043,11,2024-03-25
253,100043,11,2024-06-01
254,100043,6,2024-06-12
255,100043,9,2024-04-15
256,100043,26,2024-04-13
257,100043,9,2024-05-24
258,100043,18,2024-04-13
259,100043,8,2024-06-01
260,100044,18,2024-03-23
261,100044,10,2024-02-13
262,100044,7,2024-03-15
263,100044,59,2024-02-25
264,100044,50,2024-04-06
265,100044,11,2024-03-20
266,100044,9,2024-04-03
267,100044,34,2024-03-03
268,100045,8,2024-05-08
269,100045,3,2024-04-21
270,100045,5,2024-04-03
271,100045,8,2024-03-11
272,100045,2,2024-03-16
273,100045,4,2024-03-22
274,100045,36,2024-04-15
275,100045,2,2024-04-10
276,100046,16,2024-04-26
277,100046,30,2024-03-08
278,100046,3,2024-05-08
279,100046,9,2024-04-12
280,100047,12,2024-05-01
281,100047,8,2024-02-20
282,100047,5,2024-04-08
283,100047,44,2024-04-01
284,100047,18,2024-04-09
285,100047,9,2024-04-13
286,100047,12,2024-03-30
287,100047,51,2024-05-02
288,100048,33,2024-04-29
289,100048,11,2024-04-04
290,100048,15,2024-04-10
291,100048,14,2024-04-26
292,100048,7,2024-04-09
293,100048,21,2024-03-31
294,100048,8,2024-05-08
295,100048,25,2024-04-07
296,100049,50,2024-03-06
297,100049,54,2024-05-11
298,100049,2,2024-03-11
299,100049,3,2024-04-05
300,100049,29,2024-04-11
301,100049,16,2024-02-24
302,100049,14,2024-03-30
303,100049,7,2024-05-18
304,100050,15,2024-06-06
305,100050,44,2024-04-22
306,100050,31,2024-04-23
307,100051,9,2024-03-16
308,100051,2,2024-03-14
309,100051,25,2024-03-01
310,100051,1,2024-04-06
311,100051,2,2024-04-19
312,100051,25,2024-05-19
313,100051,20,2024-05-05
314,100051,6,2024-05-17
315,100052,7,2024-05-02
316,100052,16,2024-07-03
317,100052,7,2024-06-16
318,100052,12,2024-05-31
319,100052,10,2024-06-04
320,100052,7,2024-05-17
321,100052,31,2024-07-03
322,100053,19,2024-04-07
323,100053,16,2024-03-31
324,100053,3,2024-05-29
325,100053,8,2024-04-03
326,100053,30,2024-03-10
327,100053,4,2024-04-15
328,100054,6,2024-02-03
329,100054,5,2024-02-05
330,100054,24,2024-02-08
331,100054,2,2024-03-01
332,100055,19,2024-06-24
333,100055,8,2024-06-11
334,100055,18,2024-06-25
335,100055,28,2024-05-25
336,100055,65,2024-04-11
337,100055,9,2024-05-20
338,100055,1,2024-07-07
339,100056,3,2024-05-10
340,100056,9,2024-04-28
341,100056,46,2024-03-20
342,100056,10,2024-03-01
343,100056,8,2024-03-06
344,100056,99,2024-03-22
345,100057,33,2024-02-25
346,100057,73,2024-01-08
347,100057,9,2024-02-26
348,100057,15,2024-03-06
349,100057,4,2024-02-16
350,100057,33,2024-03-13
351,100057,21,2024-01-16
352,100058,16,2024-03-23
353,100058,3,2024-03-18
354,100058,23,2024-02-27
355,100058,33,2024-02-16
356,100059,35,2024-06-08
357,100059,3,2024-06-06
358,100060,86,2024-02-12
359,100060,5,2024-03-02
360,100060,30,2024-03-13
361,100060,12,2024-02-25
362,100061,2,2024-04-03
363,100061,22,2024-03-19
364,100061,13,2024-04-11
365,100061,55,2024-02-05
366,100061,4,2024-03-11
367,100061,13,2024-02-18
368,100062,27,2024-02-02
369,100062,6,2024-03-21
370,100062,22,2024-01-31
371,100062,6,2024-02-22
372,100062,78,2024-03-27
373,100062,3,2024-02-13
374,100062,34,2024-03-30
375,100063,21,2024-04-30
376,100063,14,2024-06-02
377,100063,11,2024-06-10
378,100064,17,2024-05-19
379,100064,1,2024-03-18
380,100064,47,2024-03-15
381,100064,25,2024-05-08
382,100064,5,2024-04-11
383,100064,1,2024-04-17
384,100064,4,2024-03-10
385,100064,3,2024-04-17
386,100065,21,2024-02-16
387,100065,9,2024-03-02
388,100065,26,2024-03-27
389,100065,17,2024-01-31
390,100065,4,2024-02-02
391,100065,9,2024-03-21
392,100066,75,2024-06-08
393,100066,13,2024-04-27
394,100066,20,2024-05-22
395,100066,19,2024-05-22
396,100066,2,2024-05-28
397,100066,43,2024-05-16
398,100067,23,2024-04-03
399,100067,6,2024-02-26
400,100067,17,2024-03-01
401,100067,37,2024-02-14
402,100068,1,2024-04-21
403,100068,24,2024-05-27
404,100068,38,2024-04-17
405,100068,21,2024-05-08
406,100069,7,2024-04-10
407,100069,1,2024-05-16
408,100069,6,2024-02-28
409,100069,42,2024-04-25
410,100069,47,2024-03-25
411,100069,13,2024-04-14
412,100069,8,2024-03-06
413,100070,8,2024-01-18
414,100070,15,2024-02-29
415,100070,5,2024-01-27
416,100070,25,2024-03-01
417,100070,5,2024-01-17
418,100070,2,2024-03-23
419,100070,4,2024-02-12
420,100070,10,2024-03-19
421,100070,20,2024-02-17
422,100070,48,2024-03-29
423,100070,6,2024-03-26
424,100070,14,2024-02-05
425,100070,1,2024-03-30
426,100071,13,2024-03-28
427,100071,2,2024-03-31
428,100071,17,2024-04-17
429,100071,2,2024-04-06
430,100072,4,2024-06-15
431,100072,15,2024-05-19
432,100072,68,2024-04-19
433,100072,13,2024-05-19
434,100072,28,2024-06-27
435,100072,18,2024-06-01
436,100072,2,2024-05-24
437,100073,30,2024-06-15
438,100073,5,2024-06-14
439,100073,21,2024-05-25
440,100074,7,2024-04-21
441,100074,2,2024-04-09
442,100074,12,2024-03-14
443,100074,76,2024-05-25
444,100074,1,2024-04-12
445,100074,28,2024-04-04
446,100074,29,2024-03-03
447,100074,2,2024-03-05
448,100074,11,2024-03-29
449,100074,1,2024-05-05
450,100075,5,2024-06-07
451,100075,5,2024-05-24
452,100075,31,2024-05-16
453,100075,15,2024-04-05
454,100075,9,2024-03-22
455,100075,9,2024-05-16
456,100076,13,2024-03-04
457,100076,9,2024-05-08
458,100076,5,2024-05-10
459,100076,8,2024-04-22
460,100077,3,2024-01-19
461,100078,65,2024-04-12
462,100078,42,2024-04-06
463,100078,12,2024-03-12
464,100079,24,2024-04-13
465,100079,49,2024-04-21
466,100079,26,2024-02-26
467,100079,29,2024-03-01
468,100079,5,2024-02-13
469,100080,1,2024-03-24
470,100080,13,2024-05-23
471,100080,18,2024-06-01
472,100080,48,2024-04-18
473,100080,22,2024-06-14
474,100080,4,2024-04-02
475,100080,6,2024-05-05
476,100080,29,2024-03-30
477,100081,62,2024-06-10
478,100081,3,2024-06-03
479,100081,7,2024-04-30
480,100081,22,2024-05-22
481,100081,11,2024-06-02
482,100081,25,2024-05-06
483,100081,1,2024-04-16
484,100082,17,2024-02-23
485,100082,57,2024-02-08
486,100082,6,2024-02-12
487,100082,2,2024-04-27
488,100083,15,2024-05-10
489,100083,4,2024-04-09
490,100083,2,2024-05-12
491,100083,5,2024-05-03
492,100083,5,2024-04-04
493,100083,23,2024-02-25
494,100083,15,2024-03-25
495,100083,7,2024-03-09
496,100084,59,2024-05-01
497,100084,9,2024-04-21
498,100084,29,2024-07-01
499,100084,29,2024-05-19
500,100085,14,2024-01-25
501,100085,7,2024-01-23
502,100085,39,2024-03-26
503,100085,13,2024-03-06
504,100085,17,2024-03-27
505,100085,24,2024-02-29
506,100085,5,2024-01-26
507,100085,4,2024-01-14
508,100085,7,2024-02-11
509,100085,1,2024-03-06
510,100085,2,2024-02-18
511,100085,2,2024-03-11
512,100085,10,2024-01-14
513,100086,3,2024-01-09
514,100086,4,2024-01-29
515,100086,1,2024-01-30
516,100086,23,2024-03-13
517,100086,3,2024-03-28
518,100086,44,2024-02-04
519,100086,4,2024-01-16
520,100086,15,2024-03-03
521,100087,5,2024-04-04
522,100088,18,2024-04-22
523,100088,10,2024-04-18
524,100088,13,2024-03-02
525,100089,4,2024-06-11
526,100089,1,2024-06-03
527,100089,6,2024-07-01
528,100089,25,2024-06-26
529,100089,10,2024-05-16
530,100089,18,2024-05-30
531,100089,11,2024-04-23
532,100089,22,2024-04-20
533,100089,1,2024-07-05
534,100090,17,2024-02-20
535,100090,7,2024-03-01
536,100090,2,2024-03-23
537,100090,2,2024-03-26
538,100090,24,2024-02-29
539,100090,10,2024-01-12
540,100090,12,2024-02-13
541,100090,7,2024-03-06
542,100090,3,2024-04-02
543,100090,2,2024-02-27
544,100091,1,2024-03-01
545,100091,17,2024-03-08
546,100091,32,2024-02-27
547,100091,1,2024-04-19
548,100091,4,2024-04-02
549,100092,9,2024-05-24
550,100092,1,2024-06-06
551,100092,24,2024-04-20
552,100092,2,2024-05-21
553,100092,3,2024-06-27
554,100092,40,2024-04-11
555,100092,7,2024-06-04
556,100092,21,2024-04-16
557,100092,15,2024-04-26
558,100092,16,2024-06-28
559,100092,69,2024-04-04
560,100092,16,2024-05-08
561,100092,4,2024-05-11
562,100093,11,2024-03-18
563,100093,9,2024-03-21
564,100093,8,2024-05-18
565,100093,6,2024-03-27
566,100093,7,2024-04-02
567,100093,5,2024-04-16
568,100093,6,2024-05-26
569,100093,17,2024-05-10
570,100093,26,2024-03-11
571,100094,4,2024-02-10
572,100094,36,2024-01-23
573,100094,9,2024-04-09
574,100094,3,2024-02-08
575,100095,2,2024-06-25
576,100095,33,2024-05-16
577,100095,3,2024-05-13
578,100095,4,2024-03-31
579,100095,4,2024-05-08
580,100095,17,2024-06-15
581,100096,38,2024-04-26
582,100096,29,2024-02-24
583,100096,12,2024-04-07
584,100096,11,2024-04-24
585,100096,26,2024-02-15
586,100096,24,2024-03-16
587,100096,23,2024-02-21
588,100097,26,2024-05-01
589,100097,28,2024-04-06
590,100097,29,2024-02-24
591,100097,7,2024-03-09
592,100098,11,2024-03-29
593,100098,10,2024-06-10
594,100098,27,2024-03-15
595,100098,18,2024-04-03
596,100098,18,2024-05-18
597,100098,2,2024-04-26
598,100098,31,2024-05-27
599,100099,6,2024-05-06
600,100099,4,2024-04-07
601,100099,1,2024-03-21
602,100099,18,2024-05-10
603,100099,59,2024-04-10
604,100099,13,2024-03-14
605,100099,4,2024-05-17
606,100100,18,2024-05-28
607,100100,58,2024-06-09
608,100100,3,2024-04-14
609,100101,9,2024-02-03
610,100101,5,2024-04-12
611,100101,10,2024-03-01
612,100101,5,2024-03-16
613,100101,3,2024-03-20
614,100101,37,2024-01-18
615,100101,15,2024-04-04
616,100101,1,2024-02-24
617,100102,24,2024-06-04
618,100102,3,2024-06-02
619,100102,20,2024-04-19
620,100102,53,2024-04-07
621,100102,24,2024-04-09
622,100102,23,2024-05-05
623,100103,22,2024-03-24
624,100103,19,2024-05-14
625,100103,4,2024-04-16
626,100104,27,2024-04-03
627,100104,8,2024-02-06
628,100104,2,2024-01-17
629,100104,1,2024-01-31
630,100104,8,2024-02-14
631,100104,4,2024-02-10
632,100105,6,2024-05-01
633,100105,12,2024-04-06
634,100105,11,2024-05-11
635,100105,25,2024-04-24
636,100105,4,2024-05-27
637,100106,7,2024-05-10
638,100106,9,2024-03-29
639,100106,65,2024-06-06
640,100106,16,2024-05-12
641,100106,7,2024-05-11
642,100106,16,2024-06-04
643,100106,5,2024-03-23
644,100106,27,2024-04-05
645,100106,15,2024-04-08
646,100107,8,2024-06-15
647,100107,4,2024-06-20
648,100107,5,2024-05-11
649,100108,2,2024-03-28
650,100108,18,2024-05-10
651,100108,1,2024-05-29
652,100108,9,2024-05-13
653,100109,23,2024-05-02
654,100109,8,2024-04-10
655,100109,35,2024-04-14
656,100109,17,2024-03-08
657,100109,20,2024-03-10
658,100109,35,2024-04-18
659,100109,3,2024-03-18
660,100110,2,2024-05-09
661,100110,2,2024-04-13
662,100110,25,2024-05-15
663,100110,8,2024-04-03
664,100110,36,2024-05-16
665,100111,8,2024-04-20
666,100111,15,2024-04-15
667,100111,1,2024-06-10
668,100111,23,2024-05-07
669,100111,16,2024-05-19
670,100111,10,2024-03-23
671,100112,21,2024-04-26
672,100112,65,2024-04-28
673,100112,2,2024-05-28
674,100112,3,2024-05-09
675,100112,20,2024-06-30
676,100112,13,2024-05-14
677,100112,4,2024-06-13
678,100112,5,2024-05-24
679,100113,5,2024-04-04
680,100113,20,2024-05-04
681,100113,20,2024-06-04
682,100113,8,2024-06-18
683,100113,13,2024-05-02
684,100114,8,2024-07-06
685,100114,2,2024-05-14
686,100114,18,2024-06-04
687,100115,28,2024-03-28
688,100115,1,2024-05-21
689,100115,5,2024-03-03
690,100115,5,2024-03-27
691,100115,17,2024-04-01
692,100116,14,2024-03-17
693,100116,8,2024-03-02
694,100116,7,2024-01-28
695,100116,20,2024-02-05
696,100116,21,2024-04-05
697,100116,3,2024-03-25
698,100117,20,2024-04-21
699,100117,20,2024-02-04
700,100117,5,2024-04-08
701,100117,28,2024-03-11
702,100117,6,2024-03-24
703,100117,11,2024-02-14
704,100117,21,2024-04-10
705,100117,20,2024-02-28
706,100118,16,2024-04-12
707,100118,12,2024-06-16
708,100118,23,2024-06-18
709,100118,21,2024-04-27
710,100118,2,2024-04-13
711,100118,13,2024-06-13
712,100119,15,2024-05-26
713,100119,41,2024-03-19
714,100119,20,2024-05-05
715,100119,39,2024-05-24
716,100119,17,2024-03-27
717,100119,13,2024-03-06
718,100119,4,2024-04-02
719,100119,12,2024-03-17
720,100119,2,2024-05-11
721,100120,3,2024-07-16
722,100120,25,2024-06-09
723,100121,12,2024-04-02
724,100121,5,2024-02-22
725,100121,6,2024-02-17
726,100121,19,2024-03-24
727,100121,15,2024-04-09
728,100121,8,2024-03-03
729,100121,3,2024-03-31
730,100121,15,2024-04-19
731,100121,3,2024-05-05
732,100121,15,2024-03-28
733,100123,7,2024-03-05
734,100123,57,2024-01-21
735,100123,24,2024-01-21
736,100123,11,2024-03-24
737,100124,18,2024-03-02
738,100124,26,2024-04-12
739,100124,14,2024-05-11
740,100124,6,2024-03-14
741,100124,10,2024-04-08
742,100125,49,2024-04-20
743,100125,4,2024-04-23
744,100125,3,2024-03-15
745,100125,4,2024-03-28
746,100125,29,2024-05-28
747,100125,4,2024-03-20
748,100126,44,2024-04-21
749,100126,8,2024-06-20
750,100126,13,2024-05-12
751,100127,2,2024-04-11
752,100127,11,2024-04-28
753,100127,32,2024-03-18
754,100127,7,2024-03-14
755,100127,4,2024-03-17
756,100127,6,2024-03-26
757,100127,4,2024-05-31
758,100127,41,2024-04-02
759,100127,12,2024-05-11
760,100127,29,2024-04-20
761,100127,7,2024-03-19
762,100128,12,2024-02-22
763,100128,36,2024-03-14
764,100128,12,2024-01-26
765,100128,22,2024-03-29
766,100128,24,2024-04-07
767,100128,2,2024-03-22
768,100129,19,2024-05-22
769,100129,31,2024-05-17
770,100129,33,2024-03-31
771,100129,7,2024-04-07
772,100129,5,2024-04-12
773,100129,3,2024-06-15
774,100130,29,2024-03-14
775,100130,8,2024-03-01
776,100130,43,2024-02-08
777,100130,16,2024-02-17
778,100130,9,2024-01-06
779,100130,5,2024-03-07
780,100130,7,2024-02-14
781,100130,1,2024-01-20
782,100130,15,2024-02-17
783,100131,12,2024-05-29
784,100131,17,2024-06-13
785,100131,22,2024-05-12
786,100131,2,2024-05-02
787,100131,12,2024-06-07
788,100131,4,2024-07-03
789,100131,9,2024-07-03
790,100131,6,2024-05-08
791,100132,1,2024-03-27
792,100132,27,2024-01-24
793,100132,16,2024-01-26
794,100132,5,2024-01-10
795,100132,20,2024-03-11
796,100133,3,2024-04-01
797,100133,39,2024-04-27
798,100133,11,2024-06-19
799,100133,9,2024-05-21
800,100133,2,2024-04-22
801,100133,44,2024-04-20
802,100133,2,2024-05-24
803,100133,1,2024-05-19
804,100134,3,2024-04-06
805,100134,69,2024-03-07
806,100134,1,2024-04-30
807,100134,1,2024-05-22
808,100135,51,2024-03-18
809,100135,3,2024-02-28
810,100135,4,2024-01-26
811,100136,57,2024-05-14
812,100136,31,2024-05-25
813,100136,12,2024-05-14
814,100136,9,2024-07-19
815,100136,4,2024-07-15
816,100136,2,2024-05-28
817,100137,20,2024-05-12
818,100137,27,2024-05-23
819,100137,12,2024-06-16
820,100137,47,2024-03-30
821,100137,4,2024-03-29
822,100138,8,2024-03-09
823,100138,13,2024-03-15
824,100138,7,2024-02-03
825,100138,1,2024-03-08
826,100138,13,2024-02-13
827,100139,15,2024-02-19
828,100139,8,2024-03-18
829,100139,17,2024-02-12
830,100139,12,2024-04-25
831,100139,44,2024-05-02
832,100140,5,2024-02-11
833,100140,30,2024-02-23
834,100140,6,2024-02-19
835,100140,7,2024-02-18
836,100140,14,2024-03-29
837,100141,1,2024-02-26
838,100141,9,2024-04-10
839,100141,4,2024-04-26
840,100141,8,2024-04-21
841,100141,16,2024-04-03
842,100141,1,2024-04-05
843,100141,53,2024-03-24
844,100142,10,2024-01-29
845,100142,12,2024-01-15
846,100142,4,2024-03-18
847,100143,13,2024-07-03
848,100143,39,2024-05-08
849,100143,17,2024-05-06
850,100143,15,2024-06-26
851,100143,5,2024-04-17
852,100143,42,2024-06-22
853,100143,33,2024-05-04
854,100143,46,2024-06-26
855,100144,17,2024-07-08
856,100144,5,2024-07-09
857,100144,6,2024-06-19
858,100145,2,2024-02-16
859,100145,16,2024-04-02
860,100145,12,2024-04-07
861,100146,36,2024-02-23
862,100146,13,2024-04-03
863,100146,13,2024-02-10
864,100146,27,2024-04-12
865,100147,2,2024-03-20
866,100147,40,2024-02-02
867,100147,29,2024-01-12
868,100147,9,2024-04-02
869,100147,65,2024-02-14
870,100147,28,2024-01-21
871,100147,7,2024-03-20
872,100147,26,2024-02-20
873,100148,6,2024-04-20
874,100148,11,2024-05-23
875,100148,15,2024-04-01
876,100148,16,2024-04-12
877,100148,30,2024-03-27
878,100149,4,2024-04-15
879,100149,17,2024-04-22
880,100149,22,2024-03-14
881,100149,9,2024-03-28
882,100150,29,2024-02-04
883,100150,9,2024-03-05
884,100150,20,2024-03-18
885,100150,9,2024-02-23
886,100150,5,2024-04-09
887,100150,8,2024-02-10
888,100150,50,2024-03-28
889,100151,17,2024-02-08
890,100151,16,2024-03-28
891,100151,14,2024-02-19
892,100152,1,2024-03-23
893,100152,21,2024-02-11
894,100152,4,2024-02-21
895,100152,6,2024-03-30
896,100152,18,2024-02-05
897,100152,21,2024-03-16
898,100153,14,2024-05-01
899,100153,35,2024-03-01
900,100153,23,2024-03-26
901,100153,8,2024-05-04
902,100153,5,2024-05-11
903,100153,25,2024-05-05
904,100153,32,2024-02-25
905,100154,6,2024-07-15
906,100154,54,2024-07-09
907,100154,6,2024-07-17
908,100154,11,2024-05-08
909,100155,16,2024-04-17
910,100155,2,2024-03-25
911,100155,3,2024-01-25
912,100155,33,2024-03-20
913,100155,18,2024-03-11
914,100155,17,2024-03-04
915,100155,17,2024-03-21
916,100155,13,2024-02-27
917,100155,16,2024-03-04
918,100155,10,2024-04-18
919,100156,8,2024-04-12
920,100156,5,2024-05-10
921,100156,1,2024-05-14
922,100156,25,2024-04-12
923,100156,13,2024-04-15
924,100156,13,2024-05-08
925,100157,20,2024-04-12
926,100157,4,2024-04-17
927,100157,31,2024-04-15
928,100157,7,2024-05-12
929,100157,1,2024-03-30
930,100157,16,2024-06-13
931,100157,10,2024-05-15
932,100158,4,2024-02-14
933,100158,3,2024-02-23
934,100158,16,2024-04-16
935,100159,31,2024-06-06
936,100159,4,2024-06-07
937,100159,3,2024-06-11
938,100159,7,2024-05-12
939,100159,4,2024-06-18
940,100160,20,2024-03-23
941,100160,67,2024-02-25
942,100160,15,2024-02-28
943,100160,10,2024-03-20
944,100161,1,2024-05-19
945,100161,4,2024-04-14
946,100161,10,2024-05-20
947,100161,32,2024-06-21
948,100161,6,2024-06-03
949,100161,4,2024-04-26
950,100162,35,2024-06-23
951,100162,12,2024-04-03
952,100162,4,2024-04-17
953,100162,7,2024-05-10
954,100162,30,2024-04-17
955,100162,8,2024-06-07
956,100162,21,2024-06-16
957,100162,8,2024-04-22
958,100163,4,2024-04-26
959,100163,1,2024-05-02
960,100163,11,2024-05-09
961,100163,9,2024-06-16
962,100164,6,2024-02-24
963,100164,56,2024-02-12
964,100165,10,2024-04-20
965,100165,5,2024-04-05
966,100165,10,2024-05-18
967,100165,32,2024-03-30
968,100165,9,2024-05-26
969,100165,24,2024-05-11
970,100165,61,2024-04-22
971,100166,9,2024-06-11
972,100166,9,2024-06-18
973,100166,5,2024-05-28
974,100166,19,2024-04-15
975,100166,8,2024-07-06
976,100167,2,2024-05-12
977,100167,17,2024-05-09
978,100167,18,2024-05-07
979,100167,14,2024-05-19
980,100167,29,2024-07-01
981,100167,3,2024-05-25
982,100168,5,2024-05-06
983,100168,30,2024-04-04
984,100168,19,2024-04-29
985,100168,1,2024-03-06
986,100168,2,2024-03-06
987,100168,9,2024-02-29
988,100169,32,2024-03-24
989,100169,39,2024-05-23
990,100169,4,2024-05-14
991,100169,14,2024-05-09
992,100169,43,2024-06-13
993,100169,2,2024-05-03
994,100169,2,2024-05-13
995,100170,2,2024-03-26
996,100170,1,2024-03-17
